MAPA ->,Mapa - por partido y fuente de origen de datos,,,,,,,,,,,,,,,,
,,Ubicación,,,,,,Categoría de uso y dominio,,,,,,,,,
Propiedad_ID,Descripción,Dirección oficial,Ubicación,Localidad,Lat,Long,Direcciones secundarias,En Índice GCBA,En Índice PBA,En Templos,En alquileres,En Eduardo,En Relev,En entes,Fuentes disponibles,Categoría de uso,Universo dominial
PROP_0441,INSTITUTO BETANIA,"Acuña De Figueroa, Francisco 855",Ver en mapa,CABA,-34.601033,-58.422238,"Acuña De Figueroa, Francisco 849",✅,,,,✅,,✅,"Índice GCBA, Eduardo, Entes dependientes",a definir,U1-U3/Sin relevar
PROP_0442,Parroquia Sacratísimo Corazón,Moliere 932,Ver en mapa,CABA,-34.630478,-58.507532,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0443,frente a Pquia Cristo maestro,"Korn, Alejandro, Dr. 4281",Ver en mapa,CABA,-34.620031,-58.495573,"Korn, Alejandro, Dr. 4285 | Gualeguaychu 1669 | Gualeguaychu 1671",✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0444,Colegio Instituto Cristo Maestro,Gualeguaychu 1661,Ver en mapa,CABA,-34.620153,-58.495823,"Korn, Alejandro, Dr. 4287",✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0445,INSTITUTO CRISTO MAESTRO,"Korn, Alejandro, Dr. 4251",Ver en mapa,CABA,-34.619866,-58.495373,,✅,,,,,,✅,"Índice GCBA, Entes dependientes",a definir,U1-U3/Sin relevar
PROP_0446,Colegio Parroquial San Isidro Labrador,San Isidro Labrador Av. 4700,Ver en mapa,CABA,-34.541958,-58.474586,Deheza 2528,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0447,Cerca de Parroquia San Saturnino y San Judas Tadeo ,Somellera 1798,Ver en mapa,CABA,-34.644115,-58.437057,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0448,Parroquia Nuestra Señora de la Misericordia,Larrazabal 2437,Ver en mapa,CABA,-34.662038,-58.490575,Larrazabal 2441,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Parroquia y anexos,U1
PROP_0449,INSTITUTO INCORPORADO NUESTRA SEÑORA DEL PILAR  A 452,"Lopez, Vicente 1993",Ver en mapa,CABA,-34.589291,-58.39284,"Lopez, Vicente 1969 | Lopez, Vicente 1985 | Lopez, Vicente 1963 | Lopez, Vicente 1979 | Lopez, Vicente 1981 | Lopez, Vicente 1999",✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Eduardo, Entes dependientes",Escuela,U5
PROP_0450,Parroquia Cristo Maestro pta atrás? no es misma parcela que calle Mercedes,"Korn, Alejandro, Dr. 4218",Ver en mapa,CABA,-34.619738,-58.495113,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0451,Propiedad dependiente de Cáritas Bs. As.,Fernandez 253,Ver en mapa,CABA,-34.638204,-58.485443,,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Cáritas,U1
PROP_0452,Averiguar,Allende 2840,Ver en mapa,CABA,-34.614369,-58.511981,,✅,,,,✅,,,"Índice GCBA, Eduardo","Parroquia y anexos, a definir",U1-U3/Sin relevar
PROP_0453,Colegio Instituto Las Nieves,"Bosch, Ventura 6647",Ver en mapa,CABA,-34.64252,-58.519907,,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0454,Parroquia Nuestra Señora de Las Nieves,Palmar 6651,Ver en mapa,CABA,-34.643428,-58.519986,,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Parroquia y anexos,U2
PROP_0455,Propiedad dependiente de Cáritas Bs. As.,Melincue 5031,Ver en mapa,CABA,-34.615717,-58.51517,,✅,,,,✅,,,"Índice GCBA, Eduardo",Cáritas,U1-U3/Sin relevar
PROP_0456,Parroquia Espíritu Santo,Pacheco 2041,Ver en mapa,CABA,-34.5762,-58.481014,Pacheco 2043,✅,,,,,✅,,"Índice GCBA, Relevamiento",a definir,U1
PROP_0457,Parroquia Nuestra Señora de Las Nieves.,"Bosch, Ventura 6686",Ver en mapa,CABA,-34.642632,-58.520431,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0458,Parroquia San Cayetano (Belgrano) ,La Pampa 2788,Ver en mapa,CABA,-34.566941,-58.457687,,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Parroquia y anexos,U2
PROP_0459,Propiedad perteneciente a la Parroquia San Juan María Vianney,"Rivas, Gral. 2369",Ver en mapa,CABA,-34.598882,-58.482605,"Rivas, Gral. 2371",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Parroquia y anexos,U2
PROP_0460,Colegio Instituto Las Nieves,"Bosch, Ventura 6638",Ver en mapa,CABA,-34.642593,-58.519892,"Bosch, Ventura 6640",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Escuela,U1
PROP_0461,Colegio Parroquial San José de Flores,"Bonifacio, Jose 2445",Ver en mapa,CABA,-34.632544,-58.461852,,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0462,Iglesia Catolica Santos Martires Coreanos,Thorne y Asamblea,Ver en mapa,CABA,-34.637396,-58.447323,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0463,Colegio San Cayetano (Mama Antula),Cuzco 180,Ver en mapa,CABA,-34.637497,-58.527985,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0464,Hogar San José dependiente de Regina Martyrum,"Moreno, Perito Av. 2482",Ver en mapa,CABA,-34.651072,-58.444327,"Moreno, Perito Av. 2486",✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0465,Propiedad dependiente de la parroquia Inmaculada Virgen de Fátima,Cortina 2789,Ver en mapa,CABA,-34.616436,-58.53031,Cortina 2791,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0466,Parroquia San Saturnino y San Judas Tadeo,Miraflores 2092,Ver en mapa,CABA,-34.644228,-58.438773,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0467,Cerca Parroquia Santa Adela,"Dorrego Av. y Campos, Luis M. Av.",Ver en mapa,CABA,-34.574354,-58.431758,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0468,INSTITUTO SAN PEDRO ARZOBISPADO CIUDAD DE BUENOS AIRES,Bermudez 2050,Ver en mapa,CABA,-34.61968,-58.509306,"Almeira, Hilario De 5023 | Almeira, Hilario De 5031 | Bermudez 2052 | Almeira, Hilario De 5029",✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Eduardo, Entes dependientes",Escuela,U2
PROP_0469,Propiedad dependiente de la parroquia San José del Talar,"Artigas, Jose Gervasio, Gral. 3563",Ver en mapa,CABA,-34.59171,-58.490151,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0470,INSTITUTO SAN CAYETANO,Moldes 1764,Ver en mapa,CABA,-34.566891,-58.456737,Moldes 1766,✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Eduardo, Entes dependientes",Parroquia y anexos,U1
PROP_0471,Colegio Parroquial San Pedro Apostol,Arregui 5034,Ver en mapa,CABA,-34.619598,-58.510242,Arregui 5036,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0472,Colegio de Nuestra Señora,Esmeralda 739,Ver en mapa,CABA,-34.599376,-58.378219,Esmeralda 761 | Cordoba Av. 762 | Cordoba Av. 772 | Cordoba Av. 764 | Cordoba Av. 766,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0473,Colegio Parroquial San Isidro Labrador,Deheza 2550,Ver en mapa,CABA,-34.541993,-58.475155,,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0474,Parroquia San Enrique,Estero Bellaco 6939,Ver en mapa,CABA,-34.648579,-58.52318,Estero Bellaco 6941,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Parroquia y anexos,U1
PROP_0475,Propiedad dependiente de la Parroquia San Pablo,Alvarez Thomas Av. 745,Ver en mapa,CABA,-34.579892,-58.452512,Alvarez Thomas Av. 755 | Alvarez Thomas Av. 747 | Alvarez Thomas Av. 749 | Alvarez Thomas Av. 751 | Alvarez Thomas Av. 753,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0476,Propiedad dependiente de Caritas Bs. As.,Belgrano Av. 2944,Ver en mapa,CABA,-34.615,-58.407116,Belgrano Av. 2946 | Dean Funes 418 | Dean Funes 420,✅,,,,✅,,,"Índice GCBA, Eduardo",Cáritas,U1-U3/Sin relevar
PROP_0477,Colegio Instituto Las Nieves,"Bosch, Ventura 6680",Ver en mapa,CABA,-34.642626,-58.520355,,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0478,Plaza Serrano (llega hasta 1647 despues Jorge Luis Borges),"Borges, Jorge Luis 1847",Ver en mapa,CABA,-34.587151,-58.427679,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0479,Colegio Nuestra Señora de las Nieves,"Bosch, Ventura 6672",Ver en mapa,CABA,-34.642619,-58.520253,"Bosch, Ventura 6656 | #Ref!",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Escuela,U1
PROP_0480,Parroquia San Cosme y San Damián,Molina 1740,Ver en mapa,CABA,-34.657553,-58.518321,Molina 1749,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0481,Parroquia  Santa Clara,Culpina 1420,Ver en mapa,CABA,-34.643379,-58.456015,Culpina 1410,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0482,Propiedad dependiente de Cáritas Bs. As.,Martinez Castro 1168,Ver en mapa,CABA,-34.645227,-58.470414,,✅,,,,✅,,,"Índice GCBA, Eduardo",Cáritas,U1-U3/Sin relevar
PROP_0483,Misión Católica Eslovena en Argentina,"Falcon, Ramon L.,Cnel. 4164",Ver en mapa,CABA,-34.636143,-58.485534,,✅,,,,✅,,,"Índice GCBA, Eduardo",Cedidos a terceros,U1-U3/Sin relevar
PROP_0484,Cerca Casa Salesiana San Antonio,"Bocayuva, Quintino 661",Ver en mapa,CABA,-34.619714,-58.422429,"Bocayuva, Quintino 663",✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0485,Parroquia Inmaculada de Lourdes (FLORES),Rivadavia y Pumacahua,Ver en mapa,CABA,-34.626153,-58.455378,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0486,Propiedad dependiente de la Conferencia Episcopal Paraguaya,Bogota 327,Ver en mapa,CABA,-34.614086,-58.436438,Bogota 331 | Bogota 329,✅,,,,✅,,,"Índice GCBA, Eduardo",Instituciones diocesanas propias,U1-U3/Sin relevar
PROP_0487,Casa al lado Insituto Madre de Dios,"Alvarez, Crisostomo 4674",Ver en mapa,CABA,-34.662415,-58.475446,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0488,Santuario Jesús Misericordioso,Miller 2735,Ver en mapa,CABA,-34.568794,-58.482917,Miller 2713 | Miller 2725 | Miller 2739,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Parroquia y anexos,U1
PROP_0489,Edificio en Belgrano - 2 cuadras de Elcano,"Olaguer y Feliu, Virrey 3178",Ver en mapa,CABA,-34.573786,-58.457348,"Olaguer y Feliu, Virrey 3192 | Conde 1379 | Conde 1389",✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0490,Colegio Parroquial Nuestra Señora de la Misericordia Mataderos.,Fonrouge 2861,Ver en mapa,CABA,-34.664172,-58.483795,Fonrouge 2865,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0491,Propiedad destinada a Obras Misionales Pontificias,Castelli 180,Ver en mapa,CABA,-34.607942,-58.404779,Castelli 182,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Comerciales,U2
PROP_0492,Servicio Sacerdotal de urgencia,"Uriburu Jose E., Pres. 1632",Ver en mapa,CABA,-34.589837,-58.395515,"Uriburu Jose E., Pres. 1640",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Instituciones diocesanas propias,U1
PROP_0493,Propiedad dependiente de la parroquia San José del Talar,"Artigas, Jose Gervasio, Gral. 3575",Ver en mapa,CABA,-34.59171,-58.490151,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0494,Propiedad dependiente de parroquia Inmaculada Concepcíon,Independencia Av. 948,Ver en mapa,CABA,-34.617674,-58.379414,Independencia Av. 956 | Independencia Av. 950,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Parroquia y anexos,U1
PROP_0495,Jardín Maternal Cura Brochero Parroquia Virgen de Luján,"Masantonio, Herminio 3034",Ver en mapa,CABA,-34.64671,-58.404222,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0496,Parroquia Niño Jesús,"Leguizamon, Martiniano 4034",Ver en mapa,CABA,-34.676584,-58.477805,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0497,Colegio San Martín de Tours,Ortiz De Ocampo y Libertador,Ver en mapa,CABA,-34.581292,-58.403676,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0498,Cerca Parroquia y Ateneo de la Virgen de los Desamparados ,Fernandez 560,Ver en mapa,CABA,-34.641667,-58.483705,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0499,Propiedad de la Parroquia San Cosme y San Damián,Fragata Cefiro 1716,Ver en mapa,CABA,-34.657728,-58.518916,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0500,Colegio Instituto San Cosme y San Damián,Montiel 1717,Ver en mapa,CABA,-34.657152,-58.518131,,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0501,Propiedad perteneciente a parroquia San Martín de Tours,Arcos 1549,Ver en mapa,CABA,-34.565517,-58.449368,Arcos 1551,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0502,Casa particular en el radio de Parroquia San Miguel Arcangel,Salcedo 3374,Ver en mapa,CABA,-34.633268,-58.412556,Salcedo 3376,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0503,Parroquia Nuestra Señora del Carmen,Santiago Del Estero 1602,Ver en mapa,CABA,-34.627136,-58.384311,"Santiago Del Estero 1610 | Garay, Juan De Av. 1294 | Garay, Juan De Av. 1300 | Garay, Juan De Av. 1298",✅,,,,✅,,,"Índice GCBA, Eduardo","Parroquia y anexos, a definir",U1-U3/Sin relevar
PROP_0504,Averiguar,Diaz Colodrero 3161,Ver en mapa,CABA,-34.567603,-58.490364,Diaz Colodrero 3165,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0505,Propiedad pertenece a Parroquia Virgen de los Milagros de Caacupé,Pepiri 1450,Ver en mapa,CABA,-34.654729,-58.406325,Pepiri 1452,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0506,Local Comercial,Diaz Colodrero 2321,Ver en mapa,CABA,-34.574269,-58.485065,Diaz Colodrero 2333,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0507,Propiedad dependiente del Hogar Sacerdotal ,Paso 278,Ver en mapa,CABA,-34.606691,-58.403566,Paso 282,✅,,,,✅,,,"Índice GCBA, Eduardo",Instituciones diocesanas propias,U1-U3/Sin relevar
PROP_0508,INSTITUTO JARDIN MATERNAL SAN JOSE A-1154,Itaqui 2855,Ver en mapa,CABA,-34.659056,-58.440018,Itaqui 2859,✅,,,,✅,,✅,"Índice GCBA, Eduardo, Entes dependientes",Parroquia y anexos,U1-U3/Sin relevar
PROP_0509,COLEGIO MARIA BIANCHI DE COPELLO  A 364,"Pacheco De Melo, Jose Andres 2455",Ver en mapa,CABA,-34.588021,-58.399282,"Pacheco De Melo, Jose Andres 2461",✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Eduardo, Entes dependientes","Cedidos a terceros, Escuela",U5
PROP_0510,Propiedad pertenciente a la Parroquia Nuestra Señora de las Nieves.,"Carballido, Jose E. 6316",Ver en mapa,CABA,-34.639916,-58.515747,"Carballido, Jose E. 6318",✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0511,Parroquia San Bartolomé,Chiclana Av. 3619,Ver en mapa,CABA,-34.636595,-58.414906,Chiclana Av. 3621,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0512,iglesia san ramon nonato o el Instituto,Cervantes 1198,Ver en mapa,CABA,-34.62753,-58.501758,,✅,,,,,✅,,"Índice GCBA, Relevamiento",a definir,U2
PROP_0513,Colegio Parroquial Santa Ana y San Joaquín,Tinogasta 3150,Ver en mapa,CABA,-34.600292,-58.495198,Tinogasta y Cuenca,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Escuela,U1
PROP_0514,Colegio Instituto Las Nieves,Santiago De Chile 6445,Ver en mapa,CABA,-34.643029,-58.517354,Santiago De Chile 6455 | Santiago De Chile 6461 | Santiago De Chile 6463 | Santiago De Chile 6449 | Santiago De Chile 6453,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0515,Colegio Instituto Las Nieves,"Leguizamon, Martiniano 233",Ver en mapa,CABA,-34.641875,-58.519415,,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0516,"Casa del Clero y Local de libreria  Claretiana, al lado de Parroquia Nuestra Señora de Carmen.",Rodriguez Peña y Paraguay,Ver en mapa,CABA,-34.598618,-58.391662,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0517,Casa. Parece Jardin de infantes.,Uriarte 1733,Ver en mapa,CABA,-34.586462,-58.43052,Uriarte 1735,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0518,Propiedad dependiente de arzobispado de Buenos Aires para posada del orante.,Arcos 2971,Ver en mapa,CABA,-34.552215,-58.460861,,✅,,,,✅,,,"Índice GCBA, Eduardo",Instituciones diocesanas propias,U1-U3/Sin relevar
PROP_0519,Propiedad dependiente de la Parroquia Nuestra Señora de la Misericordia (Mataderos),Primera Junta 5637,Ver en mapa,CABA,-34.66168,-58.486181,Primera Junta 5639,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0520,Parroquia San Cosme y San Damián,"Schmidl, Ulrico 7470",Ver en mapa,CABA,-34.657457,-58.518934,"Schmidl, Ulrico y Molina",✅,,,,,✅,,"Índice GCBA, Relevamiento",a definir,U2
PROP_0521,Atrás Pquia Madre de Dios,Saravia 2371,Ver en mapa,CABA,-34.659308,-58.475717,,✅,,,,,✅,,"Índice GCBA, Relevamiento",a definir,U1
PROP_0522,Instituto San Cosme y San Damian nivel Primario,Pizarro y Molina,Ver en mapa,CABA,-34.658234,-58.517498,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0523,Casa cerca de Parroquia San Cosme y San Damian,Pizarro 7469,Ver en mapa,CABA,-34.658456,-58.517801,Fragata Cefiro 1796,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0524,HOGAR SAN RAFAEL,"Calderon De La Barca, Pedro 3056",Ver en mapa,CABA,-34.613843,-58.522523,"Calderon De La Barca, Pedro 3058",✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Eduardo, Entes dependientes",Escuela,U1
PROP_0525,Propiedad dependiente de la parroquia San José del Talar,"Artigas, Jose Gervasio, Gral. 3553",Ver en mapa,CABA,-34.591805,-58.490066,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0526,parroquia ntra Sra de Lujan del Buen Viaje,Grecia y Ramallo,Ver en mapa,CABA,-34.540531,-58.467723,,✅,,,,,✅,,"Índice GCBA, Relevamiento",a definir,U5
PROP_0527,CARITAS BUENOS AIRES IGLESIA CATOLICA,"Mansilla, Lucio Norberto, Gral. 2446",Ver en mapa,CABA,-34.596858,-58.402358,"Mansilla, Lucio Norberto, Gral. 2448",✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Eduardo, Entes dependientes",Cáritas,U2
PROP_0528,Congregación de Los Oblatos de María,Escalada Av. 2322,Ver en mapa,CABA,-34.659454,-58.476664,,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Eduardo",Cedidos a terceros,U2
PROP_0529,Enfrente pquia Santa Clara. Puede ser Eduardo_430,Zuviria 2686,Ver en mapa,CABA,-34.643045,-58.456039,Zuviria 2688,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0530,ESCUELA INFANTIL CURA BROCHERO,"Masantonio, Herminio 3012",Ver en mapa,CABA,-34.646657,-58.404114,"Masantonio, Herminio 3014",✅,,,,✅,,✅,"Índice GCBA, Eduardo, Entes dependientes",Parroquia y anexos,U1-U3/Sin relevar
PROP_0531,Colegio Instituto Las Nieves,Palmar 6631,Ver en mapa,CABA,-34.643414,-58.519703,,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0532,Propiedad Comercial del Arzobispado,Doblas 1680,Ver en mapa,CABA,-34.635896,-58.427324,,✅,,,,✅,,,"Índice GCBA, Eduardo","Comerciales, a definir",U1-U3/Sin relevar
PROP_0533,Centro Educativo San Francisco Javier,"Borges, Jorge Luis 1851",Ver en mapa,CABA,-34.587063,-58.427544,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0534,CENTRO EDUCATIVO SAN FRANCISCO JAVIER,"Borges, Jorge Luis 1883",Ver en mapa,CABA,-34.586942,-58.427357,,✅,,,,,,✅,"Índice GCBA, Entes dependientes",a definir,U1-U3/Sin relevar
PROP_0535,al lado Parroquia Nuestra Señora de Rosario.,Nicaragua y Bonpland,Ver en mapa,CABA,-34.580877,-58.434512,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0536,Propiedad dependiente de la Parroquia Nuestra Señora de la Candelaria,Bahia Blanca 323,Ver en mapa,CABA,-34.629912,-58.481914,Bahia Blanca 327,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0537,Casa cerca Devoto Shoping,"Coghlan, Juan M. 4734",Ver en mapa,CABA,-34.611568,-58.513178,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0538,Instituto La Candelaria,"Aranguren, Juan F., Dr. 4029",Ver en mapa,CABA,-34.628702,-58.486035,"Aranguren, Juan F., Dr. 4031",✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0539,INSTITUTO ADELIA MARIA HARILAOS DE OLMOSA 516,"Aranguren, Juan F., Dr. 4001",Ver en mapa,CABA,-34.628643,-58.485795,"Aranguren, Juan F., Dr. 4015 | Mercedes 534 | Mercedes 536",✅,,,,,,✅,"Índice GCBA, Entes dependientes",a definir,U1-U3/Sin relevar
PROP_0540,COLEGIO PARROQUIAL NUESTRA SEÑORA DE LA ANUNCIACION,Barzana 2025,Ver en mapa,CABA,-34.58015,-58.487013,Barzana 2027,✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0541,Propiedad Comercial del Arzobispado,Beyrouth 4945,Ver en mapa,CABA,-34.626389,-58.501764,,✅,,,,✅,,,"Índice GCBA, Eduardo",Comerciales,U1-U3/Sin relevar
PROP_0542,Hogar de Cristo.,Matanza 2781,Ver en mapa,CABA,-34.652728,-58.43201,,✅,,,,✅,,,"Índice GCBA, Eduardo",Instituciones diocesanas propias,U1-U3/Sin relevar
PROP_0543,Parroquia San Fermín,"Jerez, Pedro De 473",Ver en mapa,CABA,-34.586142,-58.467174,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0544,Colegio Parroquial Santa Ana y San Joaquín.,"Olmos, Ambrosio 1262",Ver en mapa,CABA,-34.633956,-58.382018,"Olmos, Ambrosio 1266 | Olmos, Ambrosio 1264",✅,,,,✅,,,"Índice GCBA, Eduardo",Escuela,U1-U3/Sin relevar
PROP_0545,Instituto Esba Flores,"Falcon, Ramon L.,Cnel. 2671",Ver en mapa,CABA,-34.631154,-58.465942,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0546,INSTITUTO PARROQUIAL MADRE DE DIOS,"Alvarez, Crisostomo 4680",Ver en mapa,CABA,-34.662471,-58.475511,,✅,,,,✅,,✅,"Índice GCBA, Eduardo, Entes dependientes",Escuela,U1-U3/Sin relevar
PROP_0547,Propiedad solo PB al lado instituto San José de Flores,"Bonifacio, Jose 2447",Ver en mapa,CABA,-34.632571,-58.461945,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar
PROP_0548,Propiedad dependiente de Parroquia San Cristobal,Jujuy Av. 1259,Ver en mapa,CABA,-34.62471,-58.402073,Jujuy Av. 1265 | Jujuy Av. 1261 | Jujuy Av. 1263,✅,,,,✅,,,"Índice GCBA, Eduardo","Parroquia y anexos, a definir",U1-U3/Sin relevar
PROP_0549,Propiedad para la Parroquia María Reina,Cullen 5723,Ver en mapa,CABA,-34.57663,-58.494799,Cullen 5725,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0550,Parroquia San José del Talar,Navarro 2492,Ver en mapa,CABA,-34.591373,-58.490211,,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0551,Propiedad dependiente de Sede Asociación Obra Conservación de la Fe y Pensionado,Ayacucho 1451,Ver en mapa,CABA,-34.592319,-58.394447,Ayacucho 1453 | Ayacucho 1455,✅,,,,✅,,,"Índice GCBA, Eduardo",Instituciones diocesanas propias,U1-U3/Sin relevar
PROP_0552,Escuela Emilia Montiel de Pirán- Hnas. Dominicas,Bauness 2647,Ver en mapa,CABA,-34.573066,-58.489188,Bauness 2655 | Bauness 2651,✅,,,,✅,,,"Índice GCBA, Eduardo","Escuela, Cedidos a terceros",U1-U3/Sin relevar
PROP_0553,Parroquia San Juán María Vianney,San Martin Av. 4444,Ver en mapa,CABA,-34.598172,-58.482621,San Martin Av. 4450,✅,,,,✅,,,"Índice GCBA, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0554,Colegio Hermanos Maristas (Mac Nab Bernal),Saladillo 5282,Ver en mapa,CABA,-34.690749,-58.477741,"Saladillo 5286 | Itaqui 6879 | Fernandez De La Cruz, F., Gral. Av. 6838 | Fernandez De La Cruz, F., Gral. Av. 6880",✅,,,,✅,,,"Índice GCBA, Eduardo","Escuela, Cedidos a terceros",U1-U3/Sin relevar
