MAPA ->,GCBA | Propiedades por categoría de uso,,,,,,,,,,,,,,,,
,,Ubicación,,,,,,Categoría de uso y dominio,,,,,,,,,
PROP_0209,CENTRO COMUNITARIO SAN CAYETANO,"Fernandez De La Cruz, F., Gral. Av. 6820",📍maps,CABA,-34.68987,-58.477731,,,,✅,,✅,✅,✅,"Relevamiento, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U5
PROP_0210,PARROQUIA SANTOS SABINO Y BONIFACIO I. C.,Primera Junta 4083,📍maps,CABA,-34.648807,-58.472041,Monte 4149 | Monte 4151 | Primera Junta 4095 | #Ref!,✅,,✅,,✅,✅,✅,"Índice GCBA, Relevamiento, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U5
PROP_0211,Parroquia SEÑOR DEL MILAGRO,Moldes 1155,📍maps,CABA,-34.570322,-58.45165,Moldes 1157 | Moldes 1110 | Moldes 1180,✅,,✅,,✅,✅,,"Índice GCBA, Relevamiento, Templos, Eduardo",Parroquia y anexos,U2
PROP_0212,Parroquia SOLEDAD DE MARIA SANTISIMA,Mosconi Gral. Av. S/N,📍maps,CABA,,,Mosconi Gral. Av. 4119,,,✅,,✅,,,"Templos, Eduardo",Parroquia y anexos,Sin relevar
PROP_0213,PARROQUIA DE TODOS LOS SANTOS Y ANIMAS,Otero 145,📍maps,CABA,-34.593349,-58.451928,,,,✅,,,✅,✅,"Relevamiento, Templos, Entes dependientes",Parroquia y anexos,U5
PROP_0214,PARROQUIA TRANSITO DE LA SANTISIMA VIRGEN,"Peron, Juan Domingo, Tte. Gral. 3317",📍maps,CABA,-34.60749,-58.413141,"Peron, Juan Domingo, Tte. Gral. 3333 | Peron, Juan Domingo, Tte. Gral. 3329 | Peron, Juan Domingo, Tte. Gral. 3334",✅,,✅,,✅,✅,✅,"Índice GCBA, Relevamiento, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U3
PROP_0215,Capilla NTRA. SRA. DEL BUEN CONSEJO (Pquia Natividad de María Santísima),Santa Maria Del Buen Aire 953,📍maps,CABA,-34.654198,-58.381022,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0216,Parroquia TRANSITO DE SAN JOSE,Ercilia S/N,📍maps,CABA,,,"Castro, Emilio Av. 6391",,,✅,,✅,,,"Templos, Eduardo",Parroquia y anexos,Sin relevar
PROP_0217,PARROQUIA VIRGEN DE LOS DESAMPARADOS,"Rodo, Jose E. 4203",📍maps,CABA,-34.6423,-58.483587,"Rodo, Jose E. 4205",✅,,✅,,✅,✅,✅,"Índice GCBA, Relevamiento, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U2
PROP_0218,NUESTRA SEÑORA DE CAACUPE,Pepiri 1442,📍maps,CABA,-34.654669,-58.406345,"Cruz, Osvaldo 3470",✅,,✅,,✅,,✅,"Índice GCBA, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U1-U3/Sin relevar
PROP_0219,PARROQUIA VIRGEN DE LUJAN,Monteagudo 830,📍maps,CABA,-34.646698,-58.403691,"Masantonio, Herminio 2990",,,✅,,✅,,✅,"Templos, Eduardo, Entes dependientes",Parroquia y anexos,Sin relevar
PROP_0220,Parroquia VIRGEN INMACULADA,"Acosta, Mariano 2451",📍maps,CABA,-34.655207,-58.455694,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0221,PARROQUIA VIRGEN INMACULADA DE LOURDES,Rivadavia Av. 6280,📍maps,CABA,-34.626135,-58.455108,,,,✅,,✅,✅,✅,"Relevamiento, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U5
PROP_0222,SANTUARIO JESUS SACRAMENTADO,Pringles 857,📍maps,CABA,-34.601872,-58.426963,Pringles 859 | Corrientes Av. 4433,✅,,✅,,✅,,✅,"Índice GCBA, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U1-U3/Sin relevar
PROP_0223,Capilla NTRA. SRA. DEL ROSARIO (Pquia Cristo Obrero),Sn - Villa 31 Bis,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0224,Capilla NTRA. SRA. QUE DESATA LOS NUDOS (Pquia Caacupé),Sn - Villa 21-24,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0225,Capilla NTRO. SEÑOR DEL MAILÍN (Pquia Caacupé),Sn - Villa 21-24,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0226,Capilla SAGRADO CORAZON (Pquia San Roque),Sn - Asentamiento Fraga 900,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0227,Capilla SAGRADOS CORAZONES (Pquia Jesús Salvador),"Chilavert, Martiniano, Coronel y Hudson",📍maps,CABA,-34.683646,-58.472746,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0228,Capilla SAN ANTONIO (Pquia Caacupé),Sn - Villa 21-24,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0229,Capilla SAN ANTONIO DE PADUA (Pquia Santa María Madre del Pueblo),Sn - Villa 21-24,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0230,Capilla SAN BLAS (Pquia Caacupé),Sn - Villa 21-24,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0231,Capilla SAN CAYETANO (Pquia NTRA. SRA. del Rosario del Milagro),Sn - Villa Pirelli,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0232,Capilla SAN CAYETANO (Pquia NTRA. SRA. del Carmen (Lugano)),Sn - Lugano,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0233,Capilla SAN EXPEDITO (Pquia Caacupé),Sn - Villa 21-24,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0234,Capilla SAN FRANCISCO (Pquia NTRA. SRA. del Carmen (Lugano)),Sn - Lugano,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0235,Capilla SAN JOSÉ (Pquia NTRA. SRA. de Fátima (F)),Sn - Los Piletones,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0236,Capilla SAN JOSÉ DE LA MONTAÑA (Pquia San Antonio (D)),Habana 3964,📍maps,CABA,-34.597759,-58.513186,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0237,Capilla SAN JUAN (Pquia Caacupé),Sn - Villa 21-24,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0238,Capilla SAN JUAN BAUTISTA (Pquia María Madre de la Esperanza),Sn - Villa 20,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0239,Capilla SAN JUAN BAUTISTA (Pquia Santa María Madre del Pueblo),Sn - Soldati,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0240,Capilla SAN LUIS REY (Pquia NTRA. SRA. de las Mercedes),Monroe y Husares,📍maps,CABA,-34.549661,-58.445377,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0241,Capilla SANTA MARÍA DE LABARDÉN (Pquia Caacupé),"Villafañe, Wenceslao 107",📍maps,CABA,-34.630471,-58.357228,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0242,Capilla SANTA TERESITA (Pquia Virgen Inmaculada),Sn - Asentamiento Los Pinos,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0243,Capilla SANTA TERESITA (Pquia NTRA. SRA. de la Piedad),Sarmiento 1272,📍maps,CABA,-34.60519,-58.384664,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0244,Capilla SEÑOR DE MAILÍN (Pquia Caacupé),Sn - Villa 21-24,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0245,Capilla VIRGEN DE ITATÍ (Pquia Caacupé),Sn - Villa 21-24,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0246,Capilla VIRGEN DEL CARMEN (Pquia Caacupé),"Villafañe, Wenceslao 110",📍maps,CABA,-34.630515,-58.357056,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0247,Capilla VIRGENCITA DE LUJÁN (Pquia Virgen Inmaculada),Sn - Villa Fátima,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0248,Centro Misionero CRISTO RESUCITADO (Pquia Santo Cristo Pertenece al Arzobispado de Buenos Aires Tiene Libros Sacramentales),Sn - Villa 19,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0249,Centro Misionero MADRE TERESA DE CALCUTA (Pquia San Saturnino y San Judas Barrio Bernardino Rivadavia),Sn - Barrio Rivadavia I,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0250,Centro Misionero NTRA. SRA. DE LUJÁN (Pquia Virgen Inmaculada de Lourdes),"Segui, F. J., Alte. 251",📍maps,CABA,-34.621902,-58.453254,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0251,Centro Misionero NTRA. SRA. DE LUJÁN (Pquia Caacupé),Sn - Asentamiento Magaldi,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0252,INSTITUTO DE FORMACION TECNICA SUPERIOR DON ORIONE I. C.,Pepiri 1462,📍maps,CABA,-34.654896,-58.40627,Pepiri 1472,✅,,✅,,✅,✅,✅,"Índice GCBA, Relevamiento, Templos, Eduardo, Entes dependientes",Parroquia y anexos,U1
PROP_0253,Centro Misionero SAN CAYETANO (Pquia Caacupé),Sn - Villa 21-24,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0254,Centro Misionero SAN CAYETANO DEL NIÑO JESÚS (Pquia Niño Jesús),Corvalan 3565,📍maps,CABA,-34.670527,-58.469081,,✅,,✅,,✅,✅,,"Índice GCBA, Relevamiento, Templos, Eduardo",Parroquia y anexos,U2
PROP_0255,Centro Misionero SAN JOSE (Pquia Caacupé),Sn - Villa 21-24,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0256,Centro Misionero SAN JOSÉ (Pquia NTRA. SRA. de Fátima),Sn - Los Piletones,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0257,Centro Misionero SANTA BERNARDITA (Pquia ?),Zapiola 3181,📍maps,CABA,-34.556336,-58.471352,,✅,,✅,,✅,,,"Índice GCBA, Templos, Eduardo",Parroquia y anexos,U1-U3/Sin relevar
PROP_0258,Centro Misionero SANTA MARÍA JOSEFA DEL CORAZÓN DE JESÚS SANCHO (Pquia Niño Jesús),Sn - Lugano,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0259,Centro Misionero TRENCITO DE VIDA (Pquia Caacupé),California 3500,📍maps,CABA,-34.650081,-58.396614,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0260,Centro Misionero TRES ROSAS (Pquia Caacupé),Sn - Villa 21-24,📍maps,CABA,,,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0261,Iglesia CORAZON DE JESUS,Gorriti Juana Manuela 1201,📍maps,CABA,-34.612187,-58.365633,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0262,Iglesia CORAZON EUCARISTICO DE JESUS,Montevideo 1370,📍maps,CABA,-34.593507,-58.390094,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0263,Iglesia CORPUS CHRISTI,Amenabar 450,📍maps,CABA,-34.574126,-58.443856,,,,✅,,,✅,,"Relevamiento, Templos",Parroquia y anexos,U5
PROP_0264,Iglesia DEL NAZARENO,Independencia Av. 1166,📍maps,CABA,-34.617766,-58.382467,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0265,Iglesia DEL SALVADOR,Callao Av. 580,📍maps,CABA,-34.602318,-58.392647,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0266,Iglesia DIVINO ROSTRO,Gallardo Av 576,📍maps,CABA,-34.60543,-58.438906,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0267,Iglesia DIVINO SALVADOR,Salta 870,📍maps,CABA,-34.618155,-58.382955,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0268,Iglesia INMACULADA CONCEPCION,"Bravo, Mario 563",📍maps,CABA,-34.602688,-58.41653,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0269,Iglesia LA PURISIMA DE SAN GABRIEL BROCHERO,Caracas 531,📍maps,CABA,-34.623266,-58.463435,Caracas 533,✅,,✅,,✅,,,"Índice GCBA, Templos, Eduardo",Instituciones diocesanas propias,U1-U3/Sin relevar
PROP_0270,Iglesia MADRE R.ADMIRABLE de SCHONSTATT,Echeverria 3632,📍maps,CABA,-34.570337,-58.468143,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0271,Iglesia MARIA AUXILIADORA,Yapeyu 172,📍maps,CABA,-34.61402,-58.421764,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0272,Iglesia MARIA INMACULADA,Gallo 986,📍maps,CABA,-34.598451,-58.412052,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0273,Iglesia MATER MISERICORDIAE,24 De Noviembre 865,📍maps,CABA,-34.621186,-58.410837,,,,✅,,✅,,,"Templos, Eduardo",Parroquia y anexos,Sin relevar
PROP_0274,Iglesia MATER MISERICORDIAE,Moreno 1669,📍maps,CABA,-34.612491,-58.390002,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0275,Iglesia NTRA. SRA. de la MERCED de SION,"Mitre, Bartolome 3459",📍maps,CABA,-34.609385,-58.415359,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0276,Iglesia NTRA. SRA. de la MISERICORDIA,Azcuenaga 1654,📍maps,CABA,-34.589946,-58.397032,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0277,Iglesia NTRA. SRA. de la MISERICORDIA,Cabildo Av. 1333,📍maps,CABA,-34.567564,-58.449349,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0278,Iglesia NTRA. SRA. de la MISERICORDIA,Directorio Av. 2118,📍maps,CABA,-34.632364,-58.456834,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0279,Iglesia NTRA. SRA. de LUJAN,Jujuy Av. 2179,📍maps,CABA,-34.635321,-58.399222,Jujuy Av. 2181,,,✅,,✅,,,"Templos, Eduardo",Cedidos a terceros,Sin relevar
PROP_0280,Iglesia NTRA. SRA. del HUERTO,Mosconi Gral. Av. 3054,📍maps,CABA,-34.587537,-58.504108,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0281,Iglesia NTRA. SRA. del HUERTO,Rincon 827,📍maps,CABA,-34.619032,-58.396016,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0282,Iglesia NTRO. SEÑOR de la SALUD,"Anchorena, Tomas Manuel De, Dr. 1563",📍maps,CABA,-34.592109,-58.403652,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0283,Iglesia REGINA MARTYRUM,"Yrigoyen, Hipolito 2005",📍maps,CABA,-34.610484,-58.394997,"Yrigoyen, Hipolito 2031 | Sarandi 65 | Yrigoyen, Hipolito 2025",✅,,✅,,✅,,,"Índice GCBA, Templos, Eduardo","Cedidos a terceros, Parroquia y anexos",U1-U3/Sin relevar
PROP_0284,Iglesia SAGRADA FAMILIA,"Artigas, Jose Gervasio, Gral. 1276",📍maps,CABA,-34.615958,-58.470611,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0285,Iglesia SAGRADA FAMILIA DE NAZARETH,Conesa 1076,📍maps,CABA,-34.572703,-58.452237,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0286,Iglesia SAGRADO CORAZON DE JESUS,"Pellegrini, Carlos 1441",📍maps,CABA,-34.591159,-58.381485,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0287,Iglesia SAGRADO CORAZON DE JESUS,Cochabamba 1470,📍maps,CABA,-34.624024,-58.386423,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0288,Iglesia SAN ANTONIO,Mexico 4050,📍maps,CABA,-34.620327,-58.423329,,,,✅,,,,,Templos,Parroquia y anexos,Sin relevar
PROP_0289,AICA,"Alsina, Adolfo 500",📍maps,CABA,-34.610264,-58.373319,Bolivar 218 | Bolivar 216,,,,✅,✅,✅,✅,"Relevamiento, Eduardo, Alquileres, Entes dependientes",Comerciales,U5
PROP_0290,Unidad comercial,Paraguay 1606,📍maps,CABA,-34.598526,-58.389881,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0291,Unidad comercial,Paraguay 1616,📍maps,CABA,-34.598537,-58.390027,,,,,✅,,✅,,"Relevamiento, Alquileres",Comerciales,U5
PROP_0292,CANAL 21,Rivadavia Av. 413,📍maps,CABA,-34.607842,-58.372484,Rivadavia Av. 423,✅,,,✅,✅,✅,✅,"Índice GCBA, Relevamiento, Eduardo, Alquileres, Entes dependientes","Comerciales, Instituciones diocesanas propias",U1
PROP_0293,Unidad comercial,Portela 239,📍maps,CABA,-34.635057,-58.472081,,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Cáritas,U1-U3/Sin relevar
PROP_0294,Unidad comercial,Rivadavia Av. 1391,📍maps,CABA,-34.608747,-58.38616,Rivadavia Av. 1395 | Uruguay 17 | Uruguay 36 | Rivadavia Av. 1399,✅,,,✅,✅,✅,,"Índice GCBA, Relevamiento, Eduardo, Alquileres",Comerciales,U1
PROP_0295,CONSEJO DE EDUCACION CATOLICA ARQUIDIOCESANO ,Rivadavia Av. 415,📍maps,CABA,-34.607859,-58.372717,,,,,✅,,,✅,"Alquileres, Entes dependientes",Comerciales,Sin relevar
PROP_0296,Unidad comercial,Rivadavia Av. 437,📍maps,CABA,-34.607894,-58.373197,,,,,✅,✅,,,"Eduardo, Alquileres","Instituciones diocesanas propias, Comerciales",Sin relevar
PROP_0297,Unidad comercial,Rivadavia Av. 851,📍maps,CABA,-34.608229,-58.378597,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0298,Unidad comercial,Rivadavia Av. 857,📍maps,CABA,-34.608229,-58.378597,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0299,Unidad comercial,"Rodo, Jose E. 4191",📍maps,CABA,-34.641769,-58.482978,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0300,Unidad comercial,Rodriguez Peña 898,📍maps,CABA,-34.598944,-58.391691,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0301,Unidad comercial,Callao Av. 843,📍maps,CABA,-34.599032,-58.392907,Callao Av. 853 | Paraguay 1706 | Paraguay 1766 | Rodriguez Peña 834 | Rodriguez Peña 846,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0302,Unidad comercial,Salguero Jeronimo 1862,📍maps,CABA,-34.588517,-58.415072,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0303,Unidad comercial,San Martin Av. 6760,📍maps,CABA,-34.59236,-58.509159,San Martin Av. 6780,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0304,Unidad comercial,Santa Fe Av. 2018,📍maps,CABA,-34.595771,-58.396455,Santa Fe Av. 2022 | Santa Fe Av. 2020,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0305,Unidad comercial,Sarmiento 2302,📍maps,CABA,-34.606112,-58.399479,Sarmiento 2310 | Pasteur 292 | Pasteur 294,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0306,Unidad comercial,Sarmiento 3123,📍maps,CABA,-34.606639,-58.410363,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0307,Unidad comercial,Tinogasta 3088,📍maps,CABA,-34.599714,-58.49423,Tinogasta 3090,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Parroquia y anexos,U1-U3/Sin relevar
PROP_0308,Unidad comercial,"Uriburu Jose E., Pres. 1141",📍maps,CABA,-34.594857,-58.398258,,,,,✅,✅,,,"Eduardo, Alquileres",Comerciales,Sin relevar
PROP_0309,Unidad comercial,"Uriburu Jose E., Pres. 582",📍maps,CABA,-34.602434,-58.398522,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0310,Unidad comercial,Warnes 2676,📍maps,CABA,-34.597134,-58.476315,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0311,Unidad comercial,Colombres 81,📍maps,CABA,-34.612429,-58.419331,Colombres 83,,,,✅,✅,,,"Eduardo, Alquileres","Comerciales, en Juicio",Sin relevar
PROP_0312,Unidad comercial,Yerbal 5230,📍maps,CABA,-34.636606,-58.500055,Yerbal 5210 | Yerbal 5214,✅,,,✅,✅,✅,,"Índice GCBA, Relevamiento, Eduardo, Alquileres",Parroquia y anexos,U1
PROP_0313,Unidad comercial,Concordia 4508,📍maps,CABA,-34.59291,-58.508639,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0314,Unidad comercial,Homero 494,📍maps,CABA,-34.642834,-58.493866,,,,,✅,✅,,,"Eduardo, Alquileres",Comerciales,Sin relevar
PROP_0315,Unidad comercial,"Hernandez, Jose 1863",📍maps,CABA,-34.56283,-58.448473,"Hernandez, Jose 1871",✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0316,Unidad comercial,"Alberdi, Juan Bautista Av. 902",📍maps,CABA,-34.622972,-58.440961,"Alberdi, Juan Bautista Av. 906 | Barco Centenera Del 315",✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Cáritas,U1-U3/Sin relevar
PROP_0317,Unidad comercial,"Uriburu, J.E. 562",📍maps,CABA,-34.602633,-58.398499,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0318,Unidad comercial,Warnes Av. 2672,📍maps,CABA,-34.597134,-58.476315,,,,,✅,✅,,,"Eduardo, Alquileres","Instituciones diocesanas propias, a definir",Sin relevar
PROP_0319,Unidad comercial,"Alsina, Adolfo 1432",📍maps,CABA,-34.611151,-58.386588,,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0320,Unidad comercial,Amenabar 3141,📍maps,CABA,-34.554221,-58.466715,,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0321,Unidad comercial,Arcos 1737,📍maps,CABA,-34.563789,-58.450858,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0322,Unidad comercial,Caseros Av. 2412,📍maps,CABA,-34.635523,-58.396352,Caseros Av. 2428,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0323,Unidad comercial,"Roca, Julio A., Presidente Diagonal Sur Av. 556",📍maps,CABA,-34.609901,-58.374246,"Roca, Julio A., Presidente Diagonal Sur Av. 562 | Alsina, Adolfo 541 | Alsina, Adolfo 543",✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0324,Unidad comercial,Santa Fe Av. 2265,📍maps,CABA,-34.595141,-58.39937,Santa Fe Av. 2267,,,,✅,✅,✅,,"Relevamiento, Eduardo, Alquileres",Comerciales,U5
PROP_0325,Unidad comercial,Cabildo Av. 2370,📍maps,CABA,-34.559547,-58.458982,Ciudad De La Paz 2369,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0326,Unidad comercial,Cordoba Av. 1701,📍maps,CABA,-34.599489,-58.391719,Cordoba Av. 1711 | Rodriguez Peña 812,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0327,Unidad comercial,Avellaneda 1124,📍maps,CABA,-34.617717,-58.447093,Avellaneda 1134 | Avellaneda 1126 | Avellaneda 1128 | Avellaneda 1130 | Avellaneda 1132,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0328,Unidad comercial,Azcuenaga 1144,📍maps,CABA,-34.594615,-58.399748,Azcuenaga 1150,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0329,Unidad comercial,Azcuenaga 1852,📍maps,CABA,-34.588225,-58.395649,,,,,✅,,✅,,"Relevamiento, Alquileres",Comerciales,U7
PROP_0330,Unidad comercial,Baez 439,📍maps,CABA,-34.571132,-58.43265,Baez 443,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0331,Unidad comercial,Bahia Blanca 26,📍maps,CABA,-34.632995,-58.480617,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0332,Unidad comercial,"Bocayuva, Quintino 653",📍maps,CABA,-34.619638,-58.422436,"Bocayuva, Quintino 655",✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0333,Unidad comercial,Boedo Av. 749,📍maps,CABA,-34.62162,-58.41653,Boedo Av. 753,,,,✅,✅,✅,,"Relevamiento, Eduardo, Alquileres","Comerciales, en Juicio",U5
PROP_0334,Unidad comercial,Cordoba Av. 1793,📍maps,CABA,-34.599542,-58.392733,Callao Av. 801 | Callao Av. 835 | Cordoba Av. 1799 | Callao Av. 857 | Callao Av. 877 | Paraguay 1792 | Paraguay 1800 | Callao Av. 831,✅,,,✅,✅,✅,,"Índice GCBA, Relevamiento, Eduardo, Alquileres",Comerciales,U5
PROP_0335,Unidad comercial,Ba Campo San Casimiro,📍maps,CABA,,,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0336,Unidad comercial,Ba Campo San Miguel,📍maps,CABA,,,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0337,Unidad comercial,Ba Campo Santa Rita,📍maps,CABA,,,,,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0338,Unidad comercial,"Capdevila, Arturo 1638",📍maps,CABA,-34.598966,-58.391091,"Capdevila, Arturo 1660",,,,✅,,,,Alquileres,Comerciales,Sin relevar
PROP_0339,Unidad comercial,Catamarca 175,📍maps,CABA,-34.61216,-58.407114,Catamarca 173 | Catamarca 177,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Cáritas,U1-U3/Sin relevar
PROP_0340,Unidad comercial,Charcas 3153,📍maps,CABA,-34.592598,-58.410413,Charcas 3159 | Sanchez De Bustamante 1605 | Sanchez De Bustamante 1613 | Charcas 3155 | Charcas 3157,✅,,,✅,✅,,,"Índice GCBA, Eduardo, Alquileres",Comerciales,U1-U3/Sin relevar
PROP_0341,Unidad comercial,Charcas 3585,📍maps,CABA,-34.589322,-58.415313,Charcas 3587,✅,,,✅,✅,✅,,"Índice GCBA, Relevamiento, Eduardo, Alquileres",Comerciales,U1
