MAPA ->,Mapa - por partido y fuente de origen de datos,,,,,,,275,0,286,92,444,226,202,,,,
694,,Ubicación,,,,,,Categoría de uso y dominio,,,,,,,,,,
Propiedad_ID,Descripción,Dirección oficial,Ubicación,Localidad,Lat,Long,Direcciones secundarias,En Índice GCBA,En Índice PBA,En Templos,En alquileres,En Destinos,En Relev,En entes,Fuentes disponibles,Categoría de uso,Universo dominial,Estado validación
PROP_0293,CONSEJO DE EDUCACION CATOLICA ARQUIDIOCESANO ,Rivadavia Av. 415,Ver en mapa,CABA,-34.607859,-58.372717,,,,,✅,,,✅,"Alquileres, Entes dependientes",Comerciales,Sin relevar,
PROP_0294,Estacionamiento Rivadavia ,Rivadavia Av. 437,Ver en mapa,CABA,-34.607894,-58.373197,,,,,✅,✅,,,"Destinos, Alquileres","Instituciones diocesanas propias, Comerciales",Sin relevar,
PROP_0295,Unidad comercial,Rivadavia Av. 851,Ver en mapa,CABA,-34.608229,-58.378597,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0296,Unidad comercial,Rivadavia Av. 857,Ver en mapa,CABA,-34.608229,-58.378597,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0297,Unidad comercial,"Rodo, Jose E. 4191",Ver en mapa,CABA,-34.641769,-58.482978,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0298,PH 2 ex Casa del Clero,Rodriguez Peña 898,Ver en mapa,CABA,-34.598944,-58.391691,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0299,Edificio  R. Peña 846 (ex Casa del Clero),Callao Av. 843,Ver en mapa,CABA,-34.599032,-58.392907,Callao Av. 853 | Paraguay 1706 | Paraguay 1766 | Rodriguez Peña 834 | Rodriguez Peña 846,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0300,Departamento Salguero 1862,Salguero Jeronimo 1862,Ver en mapa,CABA,-34.588517,-58.415072,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0301,Unidad comercial,San Martin Av. 6760,Ver en mapa,CABA,-34.59236,-58.509159,San Martin Av. 6780,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0302,Unidad comercial,Santa Fe Av. 2018,Ver en mapa,CABA,-34.595771,-58.396455,Santa Fe Av. 2022 | Santa Fe Av. 2020,✅,,,✅,✅,,,"Índice GCBA, Destinos, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0303,Departamento Sarmiento 2302,Sarmiento 2302,Ver en mapa,CABA,-34.606112,-58.399479,Sarmiento 2310 | Pasteur 292 | Pasteur 294,✅,,,✅,✅,,,"Índice GCBA, Destinos, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0304,Obras misionales Pontificias?,Sarmiento 3123,Ver en mapa,CABA,-34.606639,-58.410363,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0305,Departamento Tinogasta 3088/90,Tinogasta 3088,Ver en mapa,CABA,-34.599714,-58.49423,Tinogasta 3090,✅,,,✅,✅,,,"Índice GCBA, Destinos, Alquileres",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0306,Supermercado Uriburu 1141,"Uriburu Jose E., Pres. 1141",Ver en mapa,CABA,-34.594857,-58.398258,,,,,✅,✅,,,"Destinos, Alquileres",Comerciales,Sin relevar,
PROP_0307,Unidad comercial,"Uriburu Jose E., Pres. 582",Ver en mapa,CABA,-34.602434,-58.398522,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0308,Casa Warnes 2676,Warnes 2676,Ver en mapa,CABA,-34.597134,-58.476315,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0309,Propiedad Comercial del Arzobispado,Colombres 81,Ver en mapa,CABA,-34.612429,-58.419331,Colombres 83,,,,,✅,,,Destinos,"Comerciales, en Juicio",Sin relevar,
PROP_0310,Local Concordia 4508,Concordia 4508,Ver en mapa,CABA,-34.59291,-58.508639,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0311,Departamento Homero 494 (2 deptos),Homero 494,Ver en mapa,CABA,-34.642834,-58.493866,,,,,✅,✅,,,"Destinos, Alquileres",Comerciales,Sin relevar,
PROP_0312,Departamento José Hernández 1867,"Hernandez, Jose 1863",Ver en mapa,CABA,-34.56283,-58.448473,"Hernandez, Jose 1871",✅,,,✅,✅,,,"Índice GCBA, Destinos, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0313,Departamento Alberdi 902,"Alberdi, Juan Bautista Av. 902",Ver en mapa,CABA,-34.622972,-58.440961,"Alberdi, Juan Bautista Av. 906 | Barco Centenera Del 315",✅,,,✅,✅,,,"Índice GCBA, Destinos, Alquileres",Cáritas,U1-U3/Sin relevar,
PROP_0314,Edificio Montevideo 585 (24 deptos + portería),Montevideo 585,Ver en mapa,CABA,-34.598886,-58.389748,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0315,Departamento Uriburu 562,"Uriburu, J.E. 562",Ver en mapa,CABA,-34.602633,-58.398499,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0316,PH - (2 deptos),Warnes Av. 2672,Ver en mapa,CABA,-34.597134,-58.476315,,,,,✅,✅,,,"Destinos, Alquileres","Instituciones diocesanas propias, a definir",Sin relevar,
PROP_0317,Propiedad Comercial del Arzobispado,"Alsina, Adolfo 1432",Ver en mapa,CABA,-34.611151,-58.386588,,✅,,,,✅,,,"Índice GCBA, Destinos",Comerciales,U1-U3/Sin relevar,
PROP_0318,Departamenteo Amenabar 3141,Amenabar 3141,Ver en mapa,CABA,-34.554221,-58.466715,,✅,,,✅,✅,,,"Índice GCBA, Destinos, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0319,Departamento Arcos 1737,Arcos 1737,Ver en mapa,CABA,-34.563789,-58.450858,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0320,Depatamento Caseros 2412,Caseros Av. 2412,Ver en mapa,CABA,-34.635523,-58.396352,Caseros Av. 2428,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0321,Edificio ex Hotel Novaró,"Roca, Julio A., Presidente Diagonal Sur Av. 556",Ver en mapa,CABA,-34.609901,-58.374246,"Roca, Julio A., Presidente Diagonal Sur Av. 562 | Alsina, Adolfo 541 | Alsina, Adolfo 543",✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0322,Local Santa Fe 2265,Santa Fe Av. 2265,Ver en mapa,CABA,-34.595141,-58.39937,Santa Fe Av. 2267,,,,✅,✅,✅,,"Relevamiento, Destinos, Alquileres",Comerciales,U5,
PROP_0323,Local 93 Galería Río de Janeiro,Cabildo Av. 2370,Ver en mapa,CABA,-34.559547,-58.458982,Ciudad De La Paz 2369,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0324,Edificio Córdoba 1711 (14 oficinas + portería),Cordoba Av. 1701,Ver en mapa,CABA,-34.599489,-58.391719,Cordoba Av. 1711 | Rodriguez Peña 812,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0325,Departamento Avellaneda 1124,Avellaneda 1124,Ver en mapa,CABA,-34.617717,-58.447093,Avellaneda 1134 | Avellaneda 1126 | Avellaneda 1128 | Avellaneda 1130 | Avellaneda 1132,✅,,,✅,✅,,,"Índice GCBA, Destinos, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0326,Departamento Azcuénaga 1146,Azcuenaga 1144,Ver en mapa,CABA,-34.594615,-58.399748,Azcuenaga 1150,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0327,Departamento Azcuénaga 1852,Azcuenaga 1852,Ver en mapa,CABA,-34.588225,-58.395649,,,,,✅,,✅,,"Relevamiento, Alquileres",Comerciales,U7,
PROP_0328,Departamento Baez 439,Baez 439,Ver en mapa,CABA,-34.571132,-58.43265,Baez 443,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0329,Departamento Hogar Sacerdotal?,Bahia Blanca 26,Ver en mapa,CABA,-34.632995,-58.480617,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0330,Departamento Bocayuya 653,"Bocayuva, Quintino 653",Ver en mapa,CABA,-34.619638,-58.422436,"Bocayuva, Quintino 655",✅,,,✅,✅,,,"Índice GCBA, Destinos, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0331,Local / farmacia (se unió),Boedo Av. 749,Ver en mapa,CABA,-34.62162,-58.41653,Boedo Av. 753,,,,✅,✅,✅,,"Relevamiento, Destinos, Alquileres","Comerciales, en Juicio",U5,
PROP_0332,Edificio USAL Callao,Cordoba Av. 1793,Ver en mapa,CABA,-34.599542,-58.392733,Callao Av. 801 | Callao Av. 835 | Cordoba Av. 1799 | Callao Av. 857 | Callao Av. 877 | Paraguay 1792 | Paraguay 1800 | Callao Av. 831,✅,,,✅,✅,✅,,"Índice GCBA, Relevamiento, Destinos, Alquileres",Comerciales,U5,
PROP_0333,PBA - San Casimiro,Ba Campo San Casimiro,Ver en mapa,PBA,,,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0334,PBA - San Miguel,Ba Campo San Miguel,Ver en mapa,PBA,,,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0335,PBA - Campo Santa Rita,Ba Campo Santa Rita,Ver en mapa,PBA,,,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0336,Estacionamiento Capdevila ,"Capdevila, Arturo 1638",Ver en mapa,CABA,-34.598966,-58.391091,"Capdevila, Arturo 1660",,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0337,Departamento Catamarca 177,Catamarca 175,Ver en mapa,CABA,-34.61216,-58.407114,Catamarca 173 | Catamarca 177,✅,,,✅,✅,,,"Índice GCBA, Destinos, Alquileres",Cáritas,U1-U3/Sin relevar,
PROP_0338,Depertamento Charcas 3159,Charcas 3153,Ver en mapa,CABA,-34.592598,-58.410413,Charcas 3159 | Sanchez De Bustamante 1605 | Sanchez De Bustamante 1613 | Charcas 3155 | Charcas 3157,✅,,,✅,✅,,,"Índice GCBA, Destinos, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0339,Depertamento Charcas 3585,Charcas 3585,Ver en mapa,CABA,-34.589322,-58.415313,Charcas 3587,✅,,,✅,✅,✅,,"Índice GCBA, Relevamiento, Destinos, Alquileres",Comerciales,U1,
PROP_0340,Local Siervos de María 1,Charcas 3647,Ver en mapa,CABA,-34.588639,-58.416373,Charcas 3649,✅,,,✅,✅,✅,,"Índice GCBA, Relevamiento, Destinos, Alquileres",Cedidos a terceros,U2,
PROP_0341,Local Tribunales Comodoro Py,Sin Altura,Ver en mapa,CABA,,,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0342,INSTITUTO ESCUELA SAN ANDRES  A262,Conesa 618,Ver en mapa,CABA,-34.575217,-58.446984,Conesa 620,,,,✅,✅,✅,✅,"Relevamiento, Destinos, Alquileres, Entes dependientes",No AZB,U5,
PROP_0343,Galpón - estudio televisión,Cordoba Av. 1661,Ver en mapa,CABA,-34.599433,-58.390807,Cordoba Av. 1667,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0344,Gimnasio Córdoba (ex galería),Cordoba Av. 1783,Ver en mapa,CABA,-34.599534,-58.392575,Cordoba Av. 1785,✅,,,✅,,✅,,"Índice GCBA, Relevamiento, Alquileres",Comerciales,U2,
PROP_0345,Local Córdoba 1729,Cordoba Av. 1727,Ver en mapa,CABA,-34.599498,-58.391898,Cordoba Av. 1729,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0346,Supermercado Córdoba 1733,Cordoba Av. 1733,Ver en mapa,CABA,-34.599504,-58.39201,Cordoba Av. 1735,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0347,Edificio - Colegio Inmaculada Concepción de María,Cordoba Av. 1739,Ver en mapa,CABA,-34.599512,-58.392151,Cordoba Av. 1749,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0348,Edificio - Instituto Gato Dumas,Cordoba Av. 1751,Ver en mapa,CABA,-34.599519,-58.392289,Cordoba Av. 1757,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0349,Local Córdoba 1765 - McDonalds,Cordoba Av. 1765,Ver en mapa,CABA,-34.599526,-58.392429,Cordoba Av. 1771 | Cordoba Av. 1767 | Cordoba Av. 1769,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0350,Local Córrdoba 2565,Cordoba Av. 2561,Ver en mapa,CABA,-34.598558,-58.403349,Cordoba Av. 2565,✅,,,✅,✅,✅,,"Índice GCBA, Relevamiento, Destinos, Alquileres",Comerciales,U1,
PROP_0351,Departamento José Cubas,"Cubas, Jose 3572",Ver en mapa,CABA,-34.594056,-58.50897,"Cubas, Jose 3574",✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0352,Local Dean Funes 402,Dean Funes 402,Ver en mapa,CABA,-34.615171,-58.407183,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0353,Departamento Donato Alvarez 2034,"Alvarez, Donato, Tte. Gral. Av. 2034",Ver en mapa,CABA,-34.604021,-58.464444,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0354,PBA - La Montonera,Ba - La Montonera,Ver en mapa,PBA,,,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0355,Local Dorrego 2896,Dorrego Av. 2896,Ver en mapa,CABA,-34.574283,-58.431142,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0356,Canchas de fútbol,Dorrego Av. 2898,Ver en mapa,CABA,-34.574305,-58.431211,,,,,✅,✅,,,"Destinos, Alquileres",Parroquia y anexos,Sin relevar,
PROP_0357,Local manzana Hogar Sacerdotal,"Aranguren, Juan F., Dr. 2686",Ver en mapa,CABA,-34.624246,-58.469003,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0358,Local manzana Hogar Sacerdotal,"Aranguren, Juan F., Dr. 2690",Ver en mapa,CABA,-34.624246,-58.469003,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0359,Local Fernández 587,Fernandez 587,Ver en mapa,CABA,-34.641901,-58.483535,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0360,Unidad comercial,Fernandez 598,Ver en mapa,CABA,-34.641961,-58.483332,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0361,Departamento French 2442,French 2442,Ver en mapa,CABA,-34.590649,-58.399681,,,,,✅,✅,✅,,"Relevamiento, Destinos, Alquileres",Instituciones diocesanas propias,U9,
PROP_0362,Departamento Gutenberg 2887,Gutenberg 2887,Ver en mapa,CABA,-34.59318,-58.495704,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0363,PH Homero 496,Homero 496,Ver en mapa,CABA,-34.642834,-58.493866,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0364,Departamento Juncal 3051,Juncal 3051,Ver en mapa,CABA,-34.586904,-58.407796,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0365,PH La Rioja 530 (5 deptos - prestado),La Rioja 530,Ver en mapa,CABA,-34.616822,-58.408148,,,,,✅,✅,,,"Destinos, Alquileres","Comerciales, en Juicio",Sin relevar,
PROP_0366,Departamento Lavalle 1566,Lavalle 1564,Ver en mapa,CABA,-34.603034,-58.388936,Lavalle 1566,✅,,,✅,✅,,,"Índice GCBA, Destinos, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0367,Departamento Libertad 353,Libertad 345,Ver en mapa,CABA,-34.604505,-58.383636,Libertad 357 | Libertad 349 | Libertad 351 | Libertad 353,✅,,,✅,✅,,,"Índice GCBA, Destinos, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0368,Unidad comercial,Loyola 901,Ver en mapa,CABA,-34.592671,-58.438601,Loyola 915 | Thames 904 | Thames 906,✅,,,✅,✅,,,"Índice GCBA, Destinos, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0369,Edificio Maipú 730/742,Maipu 730,Ver en mapa,CABA,-34.599592,-58.376858,Maipu 732 | Maipu 738 | Maipu 740 | Maipu 742,,,,✅,✅,,,"Destinos, Alquileres",Comerciales,Sin relevar,
PROP_0370,Unidad comercial,"Alvear, Marcelo T. De 764",Ver en mapa,CABA,-34.59636,-58.377857,"Alvear, Marcelo T. De 770 | Alvear, Marcelo T. De 768",✅,,,✅,✅,,,"Índice GCBA, Destinos, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0371,Local Mexico 642 (usurpado),Mexico 642,Ver en mapa,CABA,-34.614989,-58.375259,Mexico 644,,,,✅,✅,✅,,"Relevamiento, Destinos, Alquileres","Comerciales, en Juicio",U5,
PROP_0372,Cáritas Parroquia San Cosme y San Damián?,Molina 1795,Ver en mapa,CABA,-34.658163,-58.517657,Molina 1799,✅,,,✅,,,,"Índice GCBA, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0373,Local Montevideo 846,Montevideo 846,Ver en mapa,CABA,-34.599017,-58.38974,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0374,Unidad comercial,Montevideo 894,Ver en mapa,CABA,-34.598618,-58.389763,,,,,✅,,,,Alquileres,Comerciales,Sin relevar,
PROP_0375,Departamento Moreno 451,Moreno 451,Ver en mapa,CABA,-34.611319,-58.372776,Moreno 461 | Moreno 455 | Moreno 457,✅,,,✅,✅,,,"Índice GCBA, Destinos, Alquileres",Comerciales,U1-U3/Sin relevar,
PROP_0376,Santuario San Pantaleón,Yrupe 6884,Ver en mapa,CABA,-34.668617,-58.498665,,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Parroquia y anexos,U2,
PROP_0377,Propiedad dependiente de la PARROQUIA SAN JUAN DIEGO CUAUHTLATOATZIN,Escalada Av. 2921,Ver en mapa,CABA,-34.664896,-58.469917,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0378,Colegio Instituto Las Nieves,"Leguizamon, Martiniano 654",Ver en mapa,CABA,-34.645447,-58.517929,"Leguizamon, Martiniano 664 | Leguizamon, Martiniano 672 | Leguizamon, Martiniano 656 | Leguizamon, Martiniano 674",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Escuela,U2,
PROP_0379,Propiedad dependiente de Pquia San Cosme y San Damián?,Pizarro 7457,Ver en mapa,CABA,-34.658342,-58.517681,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0380,CENTRO DE COMUNICACION DE NUESTRA SEÑORA DE LUJAN,Moliere 1692,Ver en mapa,CABA,-34.624514,-58.515623,Arregui 5502,✅,,,,✅,,✅,"Índice GCBA, Destinos, Entes dependientes",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0381,Colegio Parroquial Santa Ana y San Joaquín,Tinogasta 3150,Ver en mapa,CABA,-34.600292,-58.495198,Tinogasta 3134 | Tinogasta y Cuenca,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Escuela,U1,
PROP_0382,Propiedad dependendiente de la Parroquia Nuestra Señora de Fátima (Belgrano),Roosevelt Franklin D. 2050,Ver en mapa,CABA,-34.555516,-58.457439,Roosevelt Franklin D. 2056,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0383,Cerca capilla Jesús Salvador y Barrio Lugano 1 y 2. ,De La Cruz y Larrazabal,Ver en mapa,CABA,-34.679937,-58.467002,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0384,Propiedad dependiente de la  Parroquia Virgen de los Milagros de Caacupé Barracas,Rio Cuarto 3335,Ver en mapa,CABA,-34.652697,-58.394385,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0385,Propiedad dependiente de Parroquia Santa Clara de Asís,Castillo 650,Ver en mapa,CABA,-34.594023,-58.435684,Castillo 654,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0386,Propiedad dependiente de la Parroquia Buen Consejo.,"Hugo, Victor 1658",Ver en mapa,CABA,-34.624811,-58.517424,"Hugo, Victor 1660",✅,,,,✅,,,"Índice GCBA, Destinos",Instituciones diocesanas propias,U1-U3/Sin relevar,
PROP_0387,INSTITUTO PATROCINIO DE SAN JOSE,Conesa 1830,Ver en mapa,CABA,-34.567736,-58.460334,Conesa 1852 | Conesa 1856 | Conesa 1846 | Conesa 1840,✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Destinos, Entes dependientes",Escuela,U7,
PROP_0388,Colegio Instituto Patrocinio de San José,La Pampa 3023,Ver en mapa,CABA,-34.568286,-58.460218,,✅,,,,✅,,,"Índice GCBA, Destinos",Escuela,U1-U3/Sin relevar,
PROP_0389,INSTITUTO HIJAS DE JESUS,Olazabal Av. 3871,Ver en mapa,CABA,-34.569171,-58.473481,Olazabal Av. 3849,✅,,,,✅,,✅,"Índice GCBA, Destinos, Entes dependientes","Cedidos a terceros, Escuela",U1-U3/Sin relevar,
PROP_0390,Edificio Cabildo y Gral Paz,Cabildo Av. 4970,Ver en mapa,CABA,-34.539552,-58.475523,"Cabildo Av. 5000 | Paz, Gral. Av. 1106 | Paz, Gral. Av. 1126",✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0391,Averiguar,Olazabal Av. 3883,Ver en mapa,CABA,-34.569241,-58.473596,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0392,Colegio Instituto Parroquial Nuestra Señora de la Unidad,Navarro 2517,Ver en mapa,CABA,-34.591588,-58.490715,Navarro 2523 | Navarro 2521,✅,,,,✅,,,"Índice GCBA, Destinos",Escuela,U1-U3/Sin relevar,
PROP_0393,Parroquia Reina de los Apostoles,Avellaneda Av. 2667,Ver en mapa,CABA,-34.625288,-58.468394,Avellaneda Av. 2687,✅,,,,,✅,,"Índice GCBA, Relevamiento",a definir,U1,
PROP_0394,Cerca de Parroquia Nuestra Señora de la Esperanza (Puerto Madero),Ezcurra y Lanteri,Ver en mapa,CABA,-34.616017,-58.360297,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0395,Instituto Ceferino Namuncurá,Juramento 4859,Ver en mapa,CABA,-34.576039,-58.480211,Juramento 4861,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0396,Propiedad dependiente de la Parroquia Patrocinio de San José,Junin 632,Ver en mapa,CABA,-34.60175,-58.397103,Junin 636 | Junin 634,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0397,Propiedad dependiente de Caritas Bs. As.,Guarani 240,Ver en mapa,CABA,-34.641858,-58.414378,Guarani 242 | Guarani 260 | Guarani 300 | Achala 3581 | Achala 3593 | Guarani 272 | Guarani 292,✅,,,,✅,,,"Índice GCBA, Destinos",Cáritas,U1-U3/Sin relevar,
PROP_0398,Propiedad dependiente de Cáritas Bs. As.,Argerich 3718,Ver en mapa,CABA,-34.594103,-58.497199,,✅,,,,✅,,,"Índice GCBA, Destinos",Cáritas,U1-U3/Sin relevar,
PROP_0399,Instituto Nuestra Señora de las Nieves,"De La Torre, Lisandro 366",Ver en mapa,CABA,-34.643119,-58.520678,"De La Torre, Lisandro 372 | De La Torre, Lisandro 336 | De La Torre, Lisandro 350 | De La Torre, Lisandro 340 | De La Torre, Lisandro 370",✅,,,,✅,,,"Índice GCBA, Destinos",Escuela,U1-U3/Sin relevar,
PROP_0400,Cerca de Parroquia Guadalupe-Basilica Espiritu Santo de calle Mansilla.,Guatemala 4168,Ver en mapa,CABA,-34.589519,-58.418685,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0401,Propiedad perteneciente a Asociación Civil Jesús Amigo ,La Facultad 1628,Ver en mapa,CABA,-34.651137,-58.47388,,✅,,,,✅,,,"Índice GCBA, Destinos",Cedidos a terceros,U1-U3/Sin relevar,
PROP_0402,Esquina Parroquia San Pedro Apostol,Lascano y Desaguadero,Ver en mapa,CABA,-34.619491,-58.507902,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0403,Colegio Instituto Las Nieves,Ibarrola 6634,Ver en mapa,CABA,-34.64146,-58.520069,"Palmar 6631 | De La Torre, Lisandro 326 | De La Torre, Lisandro 330 | Bosch, Ventura 6651 | Bosch, Ventura 6655 | Ibarrola 6628 | Ibarrola 6632 | Bosch, Ventura 6659 | Bosch, Ventura 6661 | Bosch, Ventura 6647 | Bosch, Ventura 6638 | Bosch, Ventura 6640 | Bosch, Ventura 6680 | Leguizamon, Martiniano 233 | Bosch, Ventura 6663",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Escuela,U1,
PROP_0404,Propiedad dependiente de parroquia Virgen de Luján (Barracas),"Taborda, Diogenes 950",Ver en mapa,CABA,-34.649684,-58.409976,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0405,Pertenece a la parroquia Todos los Santos y Carismas,Otero 129,Ver en mapa,CABA,-34.593451,-58.451789,,✅,,,,,✅,,"Índice GCBA, Relevamiento",a definir,U1,
PROP_0406,CENTRO EDUCATIVO ARQUIDIOCESANO ESPIRITU SANTO,"Acuña De Figueroa, Francisco 1742",Ver en mapa,CABA,-34.590952,-58.420423,"Alvarez, Julian 1801 | Alvarez, Julian 1813 | Acuña De Figueroa, Francisco 1754 | Alvarez, Julian 1809",✅,,,,✅,✅,✅,"Índice GCBA, Relevamiento, Destinos, Entes dependientes","Escuela, Cedidos a terceros",U1,
PROP_0407,"Propiedad dependiente de COFRAGUA, Parroquia Ntra. Sra. De Guadalupe.","Alvarez, Julian 1987",Ver en mapa,CABA,-34.58947,-58.419138,"Alvarez, Julian 1995 | Guatemala 4186",✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Parroquia y anexos,U1,
PROP_0408,Colegio Instituto San Roberto,Estado Plurinacional De Bolivia 736,Ver en mapa,CABA,-34.622556,-58.46864,,✅,,,,✅,✅,,"Índice GCBA, Relevamiento, Destinos",Escuela,U6,
PROP_0409,Propiedad dependiente de la Parroquia Virgen de los Milagros de Caacupe,El Tala 1474,Ver en mapa,CABA,-34.647232,-58.466761,,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
PROP_0410,Sin dirección - buscar por parcela,Sin Nombre Oficial,Ver en mapa,CABA,,,,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0411,en el índice aparece como Maipú 370 pero según smp es 730,Maipu 370,Ver en mapa,CABA,-34.603908,-58.376676,Maipu 372,✅,,,,,,,Índice GCBA,a definir,U1-U3/Sin relevar,
PROP_0412,Propiedad dependiente de la Parroquia San Antonio de Padua,Lavarden 234,Ver en mapa,CABA,-34.639343,-58.401415,Lavarden 236,✅,,,,✅,,,"Índice GCBA, Destinos",Parroquia y anexos,U1-U3/Sin relevar,
